invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I743085,C982889,Female,69,Shoes,2,1200.34,Cash,9/8/2021,Kanyon
I167751,C161212,Male,68,Shoes,2,1200.34,Cash,5/12/2022,Istinye Park
I813161,C554098,Female,46,Shoes,2,1200.34,Credit Card,15/06/2021,Kanyon
I229473,C133062,Female,43,Souvenir,5,58.65,Cash,23/11/2021,Kanyon
I280285,C334283,Female,61,Clothing,5,1500.4,Debit Card,24/04/2022,Kanyon
I265660,C775593,Male,61,Technology,2,2100,Debit Card,25/09/2022,Cevahir AVM
I304912,C202732,Male,69,Toys,2,71.68,Debit Card,4/10/2021,Metrocity
I530362,C106231,Male,44,Cosmetics,4,162.64,Debit Card,26/12/2021,Emaar Square Mall
I335930,C343729,Female,32,Technology,5,5250,Credit Card,20/05/2022,Kanyon
I232990,C229317,Female,22,Food & Beverage,5,26.15,Cash,12/10/2022,Metropol AVM
I278127,C852432,Female,66,Shoes,4,2400.68,Cash,24/01/2021,Kanyon
I604217,C298495,Female,35,Clothing,1,300.08,Cash,16/05/2021,Metropol AVM
I105862,C612444,Male,52,Clothing,3,900.24,Cash,21/01/2022,Viaport Outlet
I271639,C995881,Female,38,Books,4,60.6,Credit Card,5/5/2021,Mall of Istanbul
I332749,C266537,Male,51,Clothing,1,300.08,Credit Card,7/8/2022,Mall of Istanbul
I249766,C130130,Male,21,Toys,4,143.36,Credit Card,14/10/2022,Zorlu Center
I192691,C226702,Female,26,Food & Beverage,3,15.69,Cash,5/1/2021,Mall of Istanbul
I347093,C196263,Female,45,Clothing,5,1500.4,Credit Card,27/06/2022,Kanyon
I246201,C115552,Female,23,Toys,2,71.68,Credit Card,31/07/2022,Istinye Park
I286493,C328184,Female,61,Clothing,2,600.16,Credit Card,4/6/2022,Cevahir AVM
I293484,C277345,Female,45,Clothing,2,600.16,Cash,8/7/2022,Kanyon
I203720,C306762,Female,40,Clothing,5,1500.4,Cash,4/1/2022,Mall of Istanbul
I320338,C113196,Female,49,Toys,3,107.52,Cash,10/11/2021,Kanyon
I427773,C306719,Male,56,Toys,4,143.36,Debit Card,26/06/2021,Kanyon
I199553,C240095,Female,37,Food & Beverage,5,26.15,Credit Card,9/5/2021,Metrocity
I965436,C185864,Male,59,Books,5,75.75,Cash,24/02/2022,Kanyon
I248226,C226192,Female,49,Clothing,3,900.24,Credit Card,6/10/2021,Mall of Istanbul
I623770,C331785,Female,57,Cosmetics,1,40.66,Cash,11/10/2022,Metropol AVM
I267152,C219766,Male,48,Clothing,1,300.08,Debit Card,10/4/2022,Istinye Park
I257016,C426723,Female,55,Cosmetics,1,40.66,Credit Card,30/06/2022,Cevahir AVM
I221450,C270429,Female,55,Clothing,5,1500.4,Credit Card,12/8/2022,Emaar Square Mall
I108723,C147239,Male,24,Clothing,5,1500.4,Debit Card,12/10/2022,Cevahir AVM
I153947,C964405,Female,34,Clothing,5,1500.4,Credit Card,10/7/2021,Emaar Square Mall
I287978,C260762,Female,59,Clothing,5,1500.4,Cash,9/2/2023,Zorlu Center
I184995,C102456,Male,47,Toys,1,35.84,Debit Card,11/10/2021,Kanyon
I147736,C304297,Female,25,Technology,3,3150,Debit Card,27/01/2023,Mall of Istanbul
I212335,C193734,Female,25,Clothing,1,300.08,Credit Card,19/07/2022,Kanyon
I100243,C332855,Female,42,Clothing,1,300.08,Cash,12/1/2023,Kanyon
I240064,C844704,Male,69,Shoes,3,1800.51,Cash,4/3/2023,Cevahir AVM
I769146,C208135,Male,68,Technology,5,5250,Cash,23/09/2022,Cevahir AVM
I102149,C253677,Female,53,Clothing,4,1200.32,Debit Card,22/03/2022,Mall of Istanbul
I419405,C272019,Male,47,Books,4,60.6,Cash,17/02/2021,Metrocity
I159965,C272596,Female,22,Clothing,1,300.08,Cash,26/02/2023,Metrocity
I256748,C123151,Female,62,Souvenir,2,23.46,Credit Card,9/6/2022,Kanyon
I153993,C186559,Male,37,Books,1,15.15,Credit Card,5/5/2022,Kanyon
I331507,C223307,Male,30,Shoes,1,600.17,Debit Card,14/03/2022,Mall of Istanbul
I737590,C148026,Female,62,Clothing,1,300.08,Cash,24/03/2022,Mall of Istanbul
I263036,C948041,Male,65,Toys,4,143.36,Cash,4/12/2021,Metrocity
I158677,C322343,Male,26,Clothing,1,300.08,Credit Card,19/12/2021,Forum Istanbul
I392089,C326616,Male,59,Books,3,45.45,Credit Card,24/04/2021,Metropol AVM
I299450,C138780,Male,20,Clothing,5,1500.4,Cash,22/02/2022,Viaport Outlet
I222796,C238707,Male,54,Technology,5,5250,Credit Card,9/2/2022,Metropol AVM
I189628,C180857,Female,31,Clothing,2,600.16,Debit Card,30/07/2021,Kanyon
I158691,C125478,Female,56,Books,1,15.15,Credit Card,15/01/2023,Zorlu Center
I281296,C697518,Male,69,Clothing,3,900.24,Cash,24/09/2021,Metropol AVM
I136316,C300132,Female,43,Clothing,5,1500.4,Cash,30/05/2022,Kanyon
I273542,C211670,Male,26,Cosmetics,2,81.32,Credit Card,8/5/2021,Emaar Square Mall
I134851,C335427,Female,49,Toys,3,107.52,Cash,16/02/2022,Mall of Istanbul
I601278,C188157,Male,31,Cosmetics,3,121.98,Debit Card,6/2/2022,Kanyon
I323729,C126063,Female,59,Clothing,3,900.24,Cash,3/3/2021,Kanyon
I958522,C175529,Female,45,Clothing,1,300.08,Cash,8/9/2021,Kanyon
I169529,C181510,Male,49,Cosmetics,4,162.64,Credit Card,21/07/2022,Zorlu Center
I239565,C209757,Female,66,Food & Beverage,5,26.15,Debit Card,15/12/2021,Kanyon
I311556,C191643,Male,21,Shoes,2,1200.34,Cash,3/4/2022,Istinye Park
I595430,C204021,Female,37,Shoes,4,2400.68,Credit Card,15/06/2021,Metropol AVM
I325015,C284978,Female,37,Clothing,4,1200.32,Credit Card,4/1/2023,Cevahir AVM
I103279,C108938,Male,43,Clothing,3,900.24,Cash,13/07/2022,Metrocity
I321465,C821815,Female,59,Toys,2,71.68,Cash,25/06/2022,Cevahir AVM
I144689,C238587,Male,26,Clothing,3,900.24,Cash,26/01/2023,Kanyon
I272665,C239053,Female,42,Food & Beverage,3,15.69,Credit Card,11/8/2022,Kanyon
I107763,C333478,Female,34,Clothing,3,900.24,Cash,28/02/2022,Mall of Istanbul
I120725,C141458,Female,48,Clothing,2,600.16,Credit Card,16/04/2021,Kanyon
I296910,C286083,Female,52,Clothing,5,1500.4,Credit Card,28/05/2021,Metropol AVM
I105683,C245051,Male,42,Clothing,3,900.24,Cash,1/12/2021,Kanyon
I263338,C145986,Female,37,Clothing,2,600.16,Credit Card,19/02/2023,Metropol AVM
I519344,C262656,Female,29,Clothing,3,900.24,Credit Card,17/09/2021,Mall of Istanbul
I153728,C541256,Female,20,Clothing,2,600.16,Credit Card,18/07/2022,Metropol AVM
I336585,C323919,Male,41,Food & Beverage,5,26.15,Debit Card,30/08/2022,Mall of Istanbul
I205972,C945098,Male,41,Food & Beverage,5,26.15,Credit Card,8/2/2023,Viaport Outlet
I313975,C184922,Female,60,Clothing,2,600.16,Credit Card,8/11/2022,Zorlu Center
I179214,C185909,Male,19,Toys,1,35.84,Credit Card,6/12/2021,Viaport Outlet
I484701,C230579,Female,66,Clothing,1,300.08,Debit Card,25/08/2021,Kanyon
I311165,C224226,Female,37,Toys,2,71.68,Cash,2/8/2021,Forum Istanbul
I328463,C217789,Male,23,Food & Beverage,2,10.46,Credit Card,22/06/2022,Zorlu Center
I494290,C223999,Male,38,Souvenir,1,11.73,Cash,26/08/2022,Emaar Square Mall
I111656,C933131,Male,42,Shoes,4,2400.68,Cash,16/08/2021,Mall of Istanbul
I250663,C395256,Female,37,Food & Beverage,2,10.46,Cash,31/07/2022,Cevahir AVM
I295469,C209120,Male,58,Cosmetics,3,121.98,Credit Card,9/6/2022,Istinye Park
I300160,C228319,Male,29,Technology,3,3150,Credit Card,30/04/2022,Kanyon
I710456,C122499,Male,37,Food & Beverage,2,10.46,Credit Card,31/08/2022,Istinye Park
I523214,C283182,Male,63,Clothing,2,600.16,Credit Card,3/3/2022,Emaar Square Mall
I181219,C311206,Female,68,Clothing,2,600.16,Cash,11/9/2022,Metrocity
I317276,C256258,Female,66,Clothing,3,900.24,Cash,18/02/2023,Zorlu Center
I138377,C149040,Male,67,Shoes,1,600.17,Cash,26/03/2022,Metrocity
I122057,C263696,Female,69,Toys,2,71.68,Credit Card,4/7/2021,Metrocity
I749904,C300976,Male,47,Souvenir,4,46.92,Cash,11/8/2021,Cevahir AVM
I437541,C138181,Female,32,Clothing,2,600.16,Credit Card,13/11/2021,Kanyon
I174228,C159846,Female,50,Cosmetics,3,121.98,Credit Card,20/12/2021,Metrocity
I169275,C118606,Female,69,Clothing,2,600.16,Debit Card,1/9/2021,Metrocity
I442980,C331414,Female,49,Clothing,2,600.16,Credit Card,25/08/2021,Metrocity
I296922,C335844,Female,64,Food & Beverage,5,26.15,Cash,11/2/2021,Mall of Istanbul
I319657,C333399,Female,29,Food & Beverage,3,15.69,Cash,11/6/2021,Kanyon
I125562,C261046,Male,45,Toys,4,143.36,Cash,7/8/2022,Istinye Park
I286600,C157008,Female,35,Food & Beverage,2,10.46,Cash,3/3/2021,Mall of Istanbul
I116438,C248783,Male,56,Souvenir,5,58.65,Cash,25/06/2021,Metropol AVM
I170576,C171723,Male,37,Food & Beverage,5,26.15,Credit Card,16/07/2021,Istinye Park
I462818,C229313,Male,48,Food & Beverage,2,10.46,Debit Card,22/08/2021,Metropol AVM
I100053,C217294,Female,21,Cosmetics,3,121.98,Credit Card,2/1/2023,Metrocity
I457970,C305938,Female,62,Technology,3,3150,Debit Card,21/07/2021,Cevahir AVM
I185056,C268627,Male,26,Shoes,4,2400.68,Cash,27/11/2022,Cevahir AVM
I145116,C763115,Female,33,Books,5,75.75,Cash,2/2/2021,Emaar Square Mall
I141874,C128666,Female,20,Technology,3,3150,Cash,29/08/2021,Mall of Istanbul
I285359,C455808,Female,51,Food & Beverage,3,15.69,Cash,15/01/2021,Metropol AVM
I739386,C982195,Female,45,Clothing,3,900.24,Cash,20/02/2021,Istinye Park
I188161,C289718,Female,22,Clothing,3,900.24,Cash,17/04/2022,Kanyon
I101982,C116333,Female,40,Technology,5,5250,Cash,1/2/2021,Emaar Square Mall
I120264,C224641,Female,53,Clothing,1,300.08,Credit Card,11/11/2022,Istinye Park
I216201,C518056,Female,29,Food & Beverage,5,26.15,Credit Card,9/11/2022,Mall of Istanbul
I131612,C250658,Male,20,Clothing,4,1200.32,Debit Card,11/1/2022,Kanyon
I401953,C155610,Female,26,Clothing,4,1200.32,Cash,9/7/2022,Metrocity
I701408,C206361,Male,54,Clothing,5,1500.4,Debit Card,23/03/2022,Istinye Park
I279468,C207939,Female,33,Clothing,4,1200.32,Credit Card,28/06/2021,Mall of Istanbul
I868398,C240503,Female,59,Cosmetics,2,81.32,Cash,21/10/2022,Emaar Square Mall
I458393,C142135,Male,53,Clothing,3,900.24,Cash,23/08/2022,Mall of Istanbul
I104500,C259340,Female,31,Cosmetics,1,40.66,Credit Card,17/06/2022,Mall of Istanbul
I237609,C660645,Male,58,Food & Beverage,1,5.23,Credit Card,30/06/2022,Viaport Outlet
I273203,C321764,Male,20,Clothing,5,1500.4,Cash,11/6/2022,Kanyon
I269421,C326097,Male,22,Toys,4,143.36,Credit Card,12/5/2021,Metrocity
I286841,C221558,Male,51,Food & Beverage,2,10.46,Credit Card,3/3/2023,Mall of Istanbul
I212057,C245828,Female,55,Clothing,3,900.24,Debit Card,22/01/2021,Metrocity
I100095,C608046,Male,60,Clothing,2,600.16,Cash,23/11/2021,Istinye Park
I968043,C141916,Male,26,Toys,4,143.36,Credit Card,29/09/2021,Metropol AVM
I102855,C159521,Female,19,Clothing,2,600.16,Cash,15/10/2022,Istinye Park
I334429,C190139,Female,22,Clothing,2,600.16,Cash,23/04/2022,Cevahir AVM
I331017,C233224,Male,42,Clothing,3,900.24,Credit Card,6/9/2021,Istinye Park
I144517,C217770,Female,43,Food & Beverage,1,5.23,Credit Card,4/11/2022,Zorlu Center
I137902,C670911,Male,24,Clothing,4,1200.32,Credit Card,23/03/2022,Mall of Istanbul
I804661,C200334,Female,40,Clothing,5,1500.4,Credit Card,16/03/2022,Viaport Outlet
I275794,C580712,Male,64,Toys,1,35.84,Credit Card,5/2/2021,Zorlu Center
I394774,C898065,Male,29,Technology,3,3150,Credit Card,10/7/2021,Viaport Outlet
I199205,C245972,Female,64,Toys,2,71.68,Credit Card,20/11/2022,Kanyon
I159677,C692911,Female,66,Technology,5,5250,Cash,28/11/2021,Forum Istanbul
I272704,C166197,Female,46,Clothing,5,1500.4,Cash,9/10/2021,Kanyon
I952584,C205640,Female,49,Toys,4,143.36,Debit Card,2/8/2022,Mall of Istanbul
I146717,C157992,Female,41,Food & Beverage,5,26.15,Credit Card,19/09/2021,Metropol AVM
I288938,C229946,Male,36,Clothing,1,300.08,Credit Card,27/07/2021,Cevahir AVM
I269255,C222643,Male,65,Clothing,1,300.08,Credit Card,1/6/2022,Kanyon
I289349,C464902,Male,47,Clothing,2,600.16,Cash,7/11/2021,Mall of Istanbul
I328980,C205492,Female,49,Technology,4,4200,Cash,20/08/2021,Kanyon
I326080,C177293,Female,24,Clothing,1,300.08,Cash,20/05/2021,Metrocity
I173453,C132289,Female,34,Clothing,2,600.16,Debit Card,26/01/2022,Kanyon
I283407,C201553,Female,60,Souvenir,1,11.73,Credit Card,26/02/2023,Metrocity
I128051,C288660,Male,55,Clothing,2,600.16,Cash,8/3/2021,Istinye Park
I313475,C628409,Female,44,Food & Beverage,1,5.23,Credit Card,1/1/2023,Istinye Park
I184752,C292120,Female,48,Clothing,2,600.16,Debit Card,3/6/2022,Kanyon
I301891,C299893,Male,18,Cosmetics,1,40.66,Credit Card,13/01/2022,Metropol AVM
I168223,C137227,Female,36,Shoes,2,1200.34,Credit Card,26/11/2021,Forum Istanbul
I191845,C822195,Female,63,Clothing,1,300.08,Cash,21/12/2021,Kanyon
I116819,C784062,Female,58,Toys,4,143.36,Credit Card,16/03/2021,Metrocity
I249584,C435352,Female,18,Shoes,3,1800.51,Cash,28/03/2022,Metrocity
I329100,C125568,Male,34,Cosmetics,2,81.32,Credit Card,27/01/2023,Forum Istanbul
I382597,C266076,Female,50,Toys,4,143.36,Credit Card,7/5/2022,Metrocity
I172394,C317274,Female,27,Shoes,5,3000.85,Cash,5/8/2022,Mall of Istanbul
I250885,C598904,Female,28,Cosmetics,2,81.32,Debit Card,17/12/2022,Mall of Istanbul
I294844,C249155,Male,54,Toys,3,107.52,Credit Card,27/04/2021,Emaar Square Mall
I243280,C481396,Male,63,Books,2,30.3,Debit Card,15/09/2022,Cevahir AVM
I395028,C238195,Female,54,Food & Beverage,5,26.15,Debit Card,17/01/2022,Mall of Istanbul
I661557,C300359,Male,69,Clothing,5,1500.4,Cash,13/11/2021,Viaport Outlet
I185191,C159430,Female,68,Food & Beverage,3,15.69,Credit Card,16/07/2021,Metrocity
I154290,C117942,Female,19,Shoes,1,600.17,Credit Card,14/01/2021,Kanyon
I257144,C763927,Male,36,Food & Beverage,2,10.46,Credit Card,4/5/2022,Kanyon
I822071,C320058,Female,59,Cosmetics,3,121.98,Cash,21/12/2022,Metrocity
I243521,C174536,Male,51,Books,4,60.6,Debit Card,21/02/2022,Metrocity
I118201,C315619,Female,52,Books,3,45.45,Cash,11/5/2021,Kanyon
I490414,C245958,Female,37,Clothing,2,600.16,Credit Card,12/7/2022,Emaar Square Mall
I267348,C227634,Female,46,Books,3,45.45,Cash,25/12/2022,Mall of Istanbul
I575874,C457038,Female,30,Toys,4,143.36,Cash,5/5/2021,Kanyon
I127473,C207791,Male,23,Toys,1,35.84,Debit Card,8/9/2022,Kanyon
I402880,C222110,Female,48,Clothing,3,900.24,Credit Card,10/5/2022,Mall of Istanbul
I145662,C258483,Female,33,Clothing,4,1200.32,Debit Card,24/02/2021,Forum Istanbul
I111287,C216537,Male,38,Food & Beverage,2,10.46,Credit Card,19/02/2023,Emaar Square Mall
I134426,C127925,Male,47,Cosmetics,4,162.64,Credit Card,13/04/2022,Kanyon
I163993,C152835,Female,28,Clothing,2,600.16,Credit Card,25/02/2023,Metrocity
I163592,C207892,Male,29,Food & Beverage,3,15.69,Cash,19/11/2022,Istinye Park
I891981,C961088,Male,52,Clothing,2,600.16,Debit Card,14/08/2022,Viaport Outlet
I260357,C326064,Female,45,Shoes,2,1200.34,Credit Card,15/02/2023,Metropol AVM
I244669,C450971,Female,41,Clothing,2,600.16,Credit Card,23/11/2021,Mall of Istanbul
I866271,C168355,Male,58,Clothing,1,300.08,Debit Card,1/10/2022,Mall of Istanbul
I544194,C206328,Female,31,Food & Beverage,2,10.46,Credit Card,11/4/2022,Metrocity
I195157,C276672,Male,34,Clothing,3,900.24,Cash,17/02/2021,Kanyon
I419109,C140061,Female,58,Souvenir,3,35.19,Credit Card,18/10/2022,Emaar Square Mall
I284454,C179097,Female,25,Cosmetics,3,121.98,Credit Card,25/09/2022,Metrocity
I225399,C122414,Female,44,Toys,3,107.52,Cash,22/01/2021,Metropol AVM
I241992,C253308,Female,47,Toys,3,107.52,Cash,3/5/2021,Istinye Park
I104697,C719509,Female,52,Clothing,5,1500.4,Debit Card,3/5/2021,Metrocity
I281616,C111134,Male,55,Technology,2,2100,Debit Card,18/09/2022,Kanyon
I126930,C324067,Female,57,Clothing,2,600.16,Cash,3/4/2022,Metrocity
I595631,C694805,Male,23,Cosmetics,4,162.64,Cash,14/06/2021,Kanyon
I270632,C326851,Male,66,Food & Beverage,3,15.69,Credit Card,26/12/2022,Cevahir AVM
I294245,C390910,Male,54,Clothing,4,1200.32,Cash,17/05/2022,Metrocity
I329330,C243767,Male,39,Clothing,4,1200.32,Credit Card,21/05/2021,Metrocity
I118787,C177699,Female,22,Toys,2,71.68,Credit Card,25/09/2022,Kanyon
I835896,C416177,Male,24,Clothing,2,600.16,Cash,10/2/2022,Forum Istanbul
I326747,C269492,Female,32,Souvenir,3,35.19,Credit Card,25/01/2021,Istinye Park
I133376,C458859,Male,22,Technology,5,5250,Cash,28/01/2023,Mall of Istanbul
I138844,C336764,Female,28,Cosmetics,3,121.98,Debit Card,18/09/2022,Viaport Outlet
I381587,C290231,Female,37,Clothing,5,1500.4,Credit Card,12/2/2021,Metrocity
I243696,C202430,Male,24,Cosmetics,5,203.3,Credit Card,14/01/2023,Kanyon
I156764,C149874,Female,39,Clothing,3,900.24,Cash,12/9/2022,Kanyon
I168890,C164698,Female,26,Books,1,15.15,Cash,6/1/2023,Metrocity
I759409,C245928,Male,45,Souvenir,3,35.19,Cash,4/11/2022,Mall of Istanbul
I141460,C101652,Female,41,Toys,4,143.36,Credit Card,10/5/2021,Metrocity
I207939,C593101,Female,25,Cosmetics,1,40.66,Debit Card,1/1/2021,Mall of Istanbul
I293746,C333146,Female,47,Food & Beverage,3,15.69,Credit Card,6/12/2022,Metrocity
I430038,C292381,Female,28,Clothing,3,900.24,Debit Card,17/12/2022,Kanyon
I969594,C125729,Female,25,Clothing,2,600.16,Cash,15/03/2022,Zorlu Center
I337936,C712924,Female,29,Clothing,4,1200.32,Cash,22/01/2021,Kanyon
I134897,C135830,Female,50,Cosmetics,5,203.3,Cash,30/08/2022,Metropol AVM
I289758,C194572,Female,43,Clothing,4,1200.32,Cash,16/01/2023,Metropol AVM
I584533,C186295,Female,46,Clothing,4,1200.32,Debit Card,24/04/2021,Mall of Istanbul
I252094,C215569,Male,30,Food & Beverage,1,5.23,Cash,16/02/2022,Metropol AVM
I248572,C456276,Male,62,Cosmetics,5,203.3,Debit Card,10/3/2022,Kanyon
I747668,C186449,Female,19,Technology,3,3150,Debit Card,9/10/2021,Zorlu Center
I226190,C930945,Male,66,Clothing,5,1500.4,Cash,2/12/2021,Kanyon
I401370,C164216,Female,20,Toys,4,143.36,Cash,5/11/2021,Zorlu Center
I116540,C231004,Female,34,Shoes,1,600.17,Credit Card,31/05/2021,Forum Istanbul
I170781,C906161,Female,64,Clothing,2,600.16,Cash,30/07/2021,Emaar Square Mall
I108808,C260636,Male,56,Clothing,4,1200.32,Credit Card,17/10/2021,Zorlu Center
I228492,C283691,Female,38,Cosmetics,3,121.98,Cash,13/09/2022,Metrocity
I269848,C204575,Female,42,Cosmetics,4,162.64,Credit Card,20/06/2022,Zorlu Center
I126351,C152727,Male,58,Clothing,3,900.24,Credit Card,18/11/2022,Kanyon
I336045,C237657,Female,69,Clothing,5,1500.4,Cash,19/09/2022,Kanyon
I194493,C184258,Female,35,Clothing,4,1200.32,Debit Card,15/06/2021,Zorlu Center
I251250,C148402,Female,66,Clothing,1,300.08,Cash,31/10/2021,Kanyon
I280947,C301019,Female,47,Cosmetics,4,162.64,Cash,29/01/2022,Metropol AVM
I289237,C242353,Male,59,Clothing,3,900.24,Debit Card,20/11/2022,Viaport Outlet
I327701,C177949,Female,37,Clothing,4,1200.32,Cash,15/06/2021,Zorlu Center
I493662,C202242,Female,28,Cosmetics,5,203.3,Debit Card,15/06/2022,Kanyon
I141443,C178163,Male,33,Clothing,2,600.16,Debit Card,7/2/2022,Forum Istanbul
I286102,C248829,Female,36,Food & Beverage,5,26.15,Cash,16/04/2021,Istinye Park
I254372,C401275,Female,40,Clothing,4,1200.32,Cash,24/04/2021,Cevahir AVM
I139756,C192016,Female,36,Clothing,2,600.16,Cash,21/12/2021,Istinye Park
I172375,C234079,Female,21,Clothing,4,1200.32,Cash,26/07/2022,Zorlu Center
I306329,C567725,Female,43,Books,1,15.15,Cash,7/2/2023,Kanyon
I599752,C238622,Male,61,Shoes,5,3000.85,Cash,15/02/2021,Forum Istanbul
I175238,C741375,Female,28,Technology,3,3150,Cash,18/06/2021,Cevahir AVM
I156608,C319650,Male,22,Food & Beverage,1,5.23,Cash,28/04/2022,Mall of Istanbul
I259389,C497260,Male,23,Souvenir,1,11.73,Cash,9/12/2022,Mall of Istanbul
I760893,C750586,Female,32,Toys,3,107.52,Credit Card,15/06/2021,Emaar Square Mall
I165108,C136054,Male,30,Toys,5,179.2,Credit Card,12/3/2021,Forum Istanbul
I127013,C261098,Female,62,Clothing,1,300.08,Cash,7/3/2023,Metrocity
I200272,C733015,Female,67,Cosmetics,4,162.64,Credit Card,4/2/2021,Metrocity
I213647,C334189,Male,56,Clothing,5,1500.4,Cash,7/7/2022,Istinye Park
I191360,C105704,Male,63,Clothing,4,1200.32,Cash,6/1/2021,Mall of Istanbul
I158695,C236824,Male,29,Clothing,2,600.16,Credit Card,10/3/2021,Metrocity
I126832,C124007,Male,69,Souvenir,1,11.73,Cash,1/1/2022,Kanyon
I575457,C166844,Male,20,Food & Beverage,2,10.46,Credit Card,2/9/2021,Kanyon
I118766,C190507,Male,20,Toys,4,143.36,Cash,6/3/2022,Kanyon
I298608,C135911,Male,65,Clothing,4,1200.32,Credit Card,12/5/2022,Istinye Park
I166365,C165841,Female,35,Toys,4,143.36,Debit Card,30/11/2022,Kanyon
I282432,C203217,Female,27,Toys,5,179.2,Debit Card,28/09/2021,Kanyon
I601768,C126376,Female,57,Cosmetics,5,203.3,Credit Card,31/05/2022,Cevahir AVM
I319873,C330421,Male,68,Clothing,2,600.16,Cash,9/11/2022,Viaport Outlet
I260347,C323204,Female,56,Technology,5,5250,Cash,13/06/2022,Kanyon
I185782,C291033,Female,58,Shoes,5,3000.85,Cash,9/3/2021,Kanyon
I294400,C201198,Female,56,Technology,5,5250,Cash,22/02/2023,Metrocity
I191992,C158440,Female,18,Toys,4,143.36,Cash,5/8/2022,Mall of Istanbul
I136955,C811947,Male,47,Clothing,2,600.16,Credit Card,5/11/2021,Metrocity
I281712,C105729,Female,60,Clothing,2,600.16,Cash,19/03/2022,Cevahir AVM
I104134,C226360,Male,60,Clothing,2,600.16,Credit Card,24/09/2022,Mall of Istanbul
I189443,C769023,Female,40,Toys,2,71.68,Cash,3/5/2021,Metrocity
I166474,C114391,Female,52,Toys,2,71.68,Cash,19/01/2021,Viaport Outlet
I108831,C140212,Female,19,Shoes,1,600.17,Cash,25/08/2022,Metrocity
I237959,C411407,Female,41,Food & Beverage,4,20.92,Cash,5/12/2022,Istinye Park
I186217,C372476,Female,52,Clothing,1,300.08,Credit Card,15/02/2022,Forum Istanbul
I141405,C290292,Female,30,Books,4,60.6,Credit Card,26/02/2022,Zorlu Center
I581455,C252761,Female,45,Toys,1,35.84,Credit Card,19/08/2022,Viaport Outlet
I269134,C320770,Female,47,Food & Beverage,3,15.69,Cash,21/06/2021,Kanyon
I262359,C101303,Female,31,Shoes,3,1800.51,Cash,3/3/2021,Istinye Park
I402425,C626156,Female,44,Food & Beverage,1,5.23,Cash,10/6/2021,Viaport Outlet
I321885,C106674,Female,58,Toys,1,35.84,Credit Card,25/03/2022,Zorlu Center
I226446,C173606,Female,23,Cosmetics,2,81.32,Credit Card,1/7/2021,Viaport Outlet
I269731,C312590,Male,20,Clothing,1,300.08,Credit Card,9/9/2021,Istinye Park
I103638,C144772,Male,44,Technology,3,3150,Credit Card,17/03/2022,Forum Istanbul
I343745,C268327,Male,21,Clothing,1,300.08,Credit Card,20/07/2021,Mall of Istanbul
I437974,C363150,Male,55,Clothing,5,1500.4,Cash,4/4/2022,Forum Istanbul
I906831,C678694,Female,66,Clothing,1,300.08,Cash,20/08/2021,Emaar Square Mall
I269372,C114533,Male,55,Food & Beverage,5,26.15,Credit Card,28/07/2021,Metrocity
I113224,C272321,Male,28,Toys,4,143.36,Cash,11/1/2022,Emaar Square Mall
I182087,C365328,Male,35,Clothing,1,300.08,Credit Card,14/10/2021,Cevahir AVM
I141629,C142937,Male,24,Food & Beverage,2,10.46,Cash,31/12/2022,Zorlu Center
I938365,C269455,Female,46,Toys,1,35.84,Cash,12/4/2021,Kanyon
